Issue Type,Key,Status,Priority,Summary,Original Time Estimated,Σ,Estimated Time Remaining,Σ,Total Time Spent,Σ,Accuracy,Σ,Accuracy (%),Σ
-> Sub-task,WS-1015,Done,Major,-> Update all the services to use the staging credentials,-,,0m,,1h 30m,,,,,
-> Sub-task,WS-1016,Done,Major,-> Update all the services on staging to point to IAM on staging,-,,0m,,35m,,,,,
-> Sub-task,WS-1199,Done,Major,-> remove environment code from the IAM service,-,,0m,,1h,,,,,
Sub-task,WS-991,Done,Major,WS-810 -> create the basic alerts for each goal,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1004,Done,Major,WS-988 -> update the get user handler in IAM to fetch the invite code and add the user to the account,2h,2h,0m,0m,3h 58m,3h 58m,"1 hour, 58 minutes","1 hour, 58 minutes",-98,-98
Sub-task,WS-1005,Done,Major,WS-988 -> Update the create user hander in IAM to create the user and not the account if an invite code is set,-,-,0m,0m,2h 7m,2h 7m,,,,
Sub-task,WS-1017,Done,Major,WS-810 -> create an endpoint and handler that would get last year's value based on the goal,-,-,0m,0m,3h 44m,3h 44m,,,,
Sub-task,WS-1018,Done,Major,WS-810 -> update the frontend to fetch the list of goals,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1019,Done,Major,WS-810 -> Update the front end to hit the target endpoint and render message when the user selects a goal,-,-,0m,0m,45m,45m,,,,
Sub-task,WS-1021,Done,Major,WS-989 -> update the profit and loss prompt to get the LLM to identify the trends and trajectory for the current year,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1022,Done,Major,WS-989 -> create an igniter that would compare the profit and loss trends from the year and the current year and generate insights,-,-,0m,0m,30m,30m,,,,
Bug,WS-1023,Done,Major,When notifications are read the notification in the menu is not updated,4h,4h,0m,0m,5h,5h 42m,1 hour,"1 hour, 42 minutes",-25,-42
-> Sub-task,WS-1031,Done,Major,-> updated the alert service update the notification instead of creating a new one for existing notifications,-,,0m,,42m,,,,,
Sub-task,WS-1027,Done,Major,WS-987 -> Create connection QuickBooks screen,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1028,Done,Major,WS-987 -> Update setup assistants function to return to the onboarding flow after quickbooks is conneted,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1029,Done,Major,WS-810 -> Create goal screens,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1030,Done,Major,WS-989 -> create a job that would run the igniters on a monthly and daily schedule,-,-,0m,0m,10m,10m,,,,
Bug,WS-1032,Done,Blocker,When jwt token expires users are stuck in a login loop,-,-,0m,0m,1h,1h,,,,
Bug,WS-1035,Done,Blocker,No Notifications on Android,-,-,0m,0m,4h,4h,,,,
Story,WS-1036,To Do,Major,As a user I should be able to disable push notifications,-,-,0m,0m,30m,30m,,,,
Task,WS-1038,Done,Minor,Add Sparks page header on mobile,-,-,0m,0m,20m,20m,,,,
Bug,WS-1039,Done,Major,Error logging out,2h,2h,0m,0m,2h 45m,2h 45m,45 minutes,45 minutes,-37,-37
Bug,WS-1041,Done,Major,Connect QB Prompt persists,-,-,0m,0m,1h,1h,,,,
Improvement,WS-1045,Done,Major,"Can we use Seasonal and Trend decomposition using LOESS (STL) to identify seasonal changes, trends and residual values",-,-,0m,0m,2h 15m,2h 15m,,,,
Improvement,WS-1046,In Progress,Major,Can we use recurring invoices/bills to improve STL decomposition analysis,-,-,0m,0m,4h 30m,4h 30m,,,,
Improvement,WS-1047,Done,Major,Will using a different predictive model per account improve the accuracy of the forecasting?,-,-,0m,0m,1d 10m,1d 10m,,,,
Task,WS-1050,Reopened,Minor,Add Facebook SDK to mobile apps,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1051,Done,Major,WS-810 -> add an endpoint and handler to IAM that would return true if a connection is found,-,-,0m,0m,25m,25m,,,,
Sub-task,WS-1056,Done,Major,WS-810 -> set up deleting a goal,-,-,0m,0m,1h 15m,1h 15m,,,,
Sub-task,WS-1057,Done,Major,WS-989 -> Update the comparison igniter to compare this month and last months profit and loss reports and generate insights,-,-,0m,0m,35m,35m,,,,
Sub-task,WS-1060,Done,Major,WS-1059 -> add documentation to the insight service,-,-,0m,0m,2h 10m,2h 10m,,,,
Sub-task,WS-1068,Done,Major,WS-1037 -> Create settings screen,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1069,Done,Major,WS-1037 -> Add back cookie control module,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1070,Done,Major,WS-1037 -> Migrate delete functionality to settings screen,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Bug,WS-1072,Closed,Blocker,401 Error returned when I login the following day,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1095,Done,Major,WS-706 -> Create an Account Receivables Igniter,-,-,0m,0m,1h 20m,1h 20m,,,,
Sub-task,WS-1096,Done,Major,WS-706 -> create an LLM Prompt that would generate an AR summary for an insight,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-1097,Done,Major,WS-706 -> Add a method on the insight to get the YTD data for a report and return it in json format,-,-,0m,0m,3h 30m,3h 30m,,,,
Sub-task,WS-1098,Done,Major,WS-706 -> Add a property on the insight to store the YTD information,-,-,0m,0m,5m,5m,,,,
Sub-task,WS-1099,Done,Major,WS-706 -> Add a questions schema to the insight service,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1100,Done,Major,WS-706 -> create a list of questions for the AR igniter,-,-,0m,0m,3h 25m,3h 25m,,,,
Sub-task,WS-1101,Done,Major,WS-706 -> create an initializer that would create the questions for the igniter,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1102,Done,Major,"WS-706 -> Update the AR handler to fetch the questions, run the python code and create the insights",-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1103,Done,Major,WS-706 -> Update the AR handler to store the parent ID for children insights,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1104,Done,Major,WS-706 -> Add a viewed property to the insights and set the property on all the children to false,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-1105,Done,Major,WS-706 -> Install chart js,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1106,Done,Major,WS-706 -> Render chart using data on the parent insight,1h 30m,1h 30m,0m,0m,1h 30m,1h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1107,Done,Major,WS-706 -> Hook up learn more,45m,45m,0m,0m,1h,1h,15 minutes,15 minutes,-33,-33
Sub-task,WS-1108,Done,Major,WS-706 -> Add follow up card that shows the child insight,45m,45m,0m,0m,1h 45m,1h 45m,1 hour,1 hour,-133,-133
Sub-task,WS-1109,Done,Major,WS-706 -> Add next spark button for mobile screen,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1110,Done,Major,WS-1052 -> Create an Account Payables Igniter,-,-,0m,0m,15m,15m,,,,
Sub-task,WS-1111,Done,Major,WS-1052 -> create a list of questions with python code for AP insights,-,-,0m,0m,1d 2h,1d 2h,,,,
Sub-task,WS-1112,Done,Major,WS-1052 -> create a prompt that would generate an AP summary,-,-,0m,0m,5m,5m,,,,
Sub-task,WS-1114,Done,Major,WS-706 -> create a job that would run the AR igniter weekly for each account,-,-,0m,0m,15m,15m,,,,
Sub-task,WS-1116,Done,Major,WS-1052 -> create a job that would run the AP igniter weekly,-,-,0m,0m,5m,5m,,,,
Bug,WS-1117,Done,Major,A string can be entered for a goal target,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-1122,Done,Major,WS-919 -> Configure In-app Purchase Capability for IOS,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1125,Done,Major,WS-862 -> set the default subscription in IAM to be free trail,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-1126,Done,Major,"WS-862 -> create a cron job that would update the status to ""Trial Expired"" after 30 days",-,-,0m,0m,40m,40m,,,,
Sub-task,WS-1133,Done,Major,WS-862 -> create prompt for user to subscribe,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-1134,Done,Major,WS-862 -> Add subscription status to the top navigation,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1136,Done,Major,WS-919 -> create subscription page,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Task,WS-1139,In Progress,Major,Yeet Kandji MDM off wepala systems,-,-,0m,0m,2h,3h 15m,,,,
-> Sub-task,WS-1140,Done,Major,-> remove mdm profile,-,,0m,,15m,,,,,
-> Sub-task,WS-1141,Done,Major,-> get paay admin to remove our devices from kandji,-,,0m,,1h,,,,,
Sub-task,WS-1146,Done,Major,WS-919 -> add a middleware that would validate the request,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1148,In Progress,Major,WS-919 -> Setup store kit testing on ios,2h,2h,0m,0m,1d 1h 30m,1d 1h 30m,"7 hours, 30 minutes","7 hours, 30 minutes",-375,-375
Task,WS-1149,Done,Critical,Remove old accounts from the alert service,-,-,0m,0m,2h 5m,2h 5m,,,,
Sub-task,WS-1150,Done,Major,WS-919 -> Add subscription status to the top navigation,45m,45m,0m,0m,1h,1h,15 minutes,15 minutes,-33,-33
Sub-task,WS-1158,Done,Major,WS-1156 -> Add provider for FirebaseSDK,15m,15m,0m,0m,15m,15m,0 minutes,0 minutes,0,0
Sub-task,WS-1161,Done,Major,WS-1156 -> Push to Dev,30m,30m,0m,0m,35m,35m,5 minutes,5 minutes,-16,-16
Sub-task,WS-1163,Done,Major,WS-1156 -> Port the SendNotification function from the alert service to the insight service,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1165,Done,Major,WS-1145 -> Add event handler to trigger generation when the account is first created,20m,20m,0m,0m,30m,30m,10 minutes,10 minutes,-50,-50
Sub-task,WS-1166,Done,Major,WS-1145 -> Create endpoint to grandfather existing users,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1168,Done,Major,WS-1145 -> Deploy to Dev,15m,15m,0m,0m,30m,30m,15 minutes,15 minutes,-100,-100
Sub-task,WS-1170,Done,Major,WS-1145 -> Figure out standard way to return data for front end to render graph,30m,30m,0m,0m,20m,20m,10 minutes,10 minutes,33,33
Sub-task,WS-1171,Done,Major,WS-1145 -> Move all the A/R A/P igniters into a separate file,-,-,0m,0m,8m,8m,,,,
Sub-task,WS-1177,Done,Major,WS-1156 -> Add an endpoint to test the push notifications,-,-,0m,0m,15m,15m,,,,
Sub-task,WS-1178,Done,Major,WS-1175 -> Install and setup @capacitor-firebase/remote-config,45m,45m,0m,0m,1h,1h,15 minutes,15 minutes,-33,-33
Sub-task,WS-1179,Done,Major,WS-1175 -> Create screen to accept feedback from the user,1h 30m,1h 30m,0m,0m,1h 30m,1h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1180,Done,Major,WS-1175 -> Update the feedback service to store this feedback,1h 30m,1h 30m,0m,0m,1h 30m,1h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1181,Done,Major,WS-1175 -> Set up handler to push this feedback to slack,15m,15m,0m,0m,44m,44m,29 minutes,29 minutes,-193,-193
Sub-task,WS-1182,Done,Major,WS-1175 -> Setup restrictions in the app so that users can't perform destructive actions,1h,1h,0m,0m,1h 15m,1h 15m,15 minutes,15 minutes,-25,-25
Sub-task,WS-1183,Done,Major,WS-1175 -> Check if the device id exists on the feedback service to determine if the user completed the demo form or not.,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1184,Done,Major,WS-1175 -> Create demo_login as a remote config option,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1185,Done,Major,WS-1175 -> Conditionally render the demo link based on the demo_login value,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1186,Done,Major,WS-1175 -> Added an endpoint to IAM to update the subscription status,-,-,0m,0m,1h 15m,1h 15m,,,,
Sub-task,WS-1187,Done,Major,WS-1175 -> update the login title in auth0 to include the username and password for the demo account,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-1194,Done,Major,WS-1145 -> update the frontend to render new chart format,30m,30m,0m,0m,45m,45m,15 minutes,15 minutes,-50,-50
Bug,WS-1198,Done,Major,when i read a notification it scrolls the welcome page,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Task,WS-1215,Done,Major,Wrap subscriptions behind feature flags,-,2h 30m,0m,0m,30m,4h 38m,,"2 hours, 8 minutes",,-85
-> Sub-task,WS-1216,Done,Major,-> hide the subscription screen based on a feature flag,45m,,0m,,1h,,15 minutes,,-33,-33
-> Sub-task,WS-1217,Done,Major,-> hide insights based on the current condition and feature flag,1h,,0m,,1h,,0 minutes,,0,0
-> Sub-task,WS-1218,Done,Major,-> add a way to disable subscriptions on the IAM service,-,,0m,,1h 8m,,,,,
-> Sub-task,WS-1220,Done,Major,-> set remote config to disable subscriptions,45m,,0m,,1h,,15 minutes,,-33,-33
Sub-task,WS-1227,Done,Major,WS-1204 -> Add a provider for shopify,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-1228,Done,Major,WS-1204 -> Create a controller for verifying the installation request from shopify,-,-,0m,0m,2h 31m,2h 31m,,,,
Sub-task,WS-1229,Done,Major,WS-1203 -> Setup Shopify Connection in Auth0,30m,30m,0m,0m,1h,1h,30 minutes,30 minutes,-100,-100
Sub-task,WS-1230,Done,Major,WS-1203 -> add the auth0 callback url to the Shopify app,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1231,Done,Major,WS-1204 -> Add Shopify Service,2h,2h,0m,0m,1d 2h 37m,1d 2h 37m,"1 day, 37 minutes","1 day, 37 minutes",-430,-430
Sub-task,WS-1232,Done,Major,WS-1204 -> Add screen for choosing plan,1h 30m,1h 30m,0m,0m,1h 50m,1h 50m,20 minutes,20 minutes,-22,-22
Sub-task,WS-1234,Done,Major,WS-1204 -> Confirm that we can pass in an account id on login to quickbooks to link to an existing account,-,-,0m,0m,15m,15m,,,,
Sub-task,WS-1235,Done,Major,WS-1204 -> Update the auth0 action to pass in the account ID and add it to the JWT when the user connects quickbooks,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1236,Done,Major,WS-1204 -> Set the app url in the shopify partner dashboard,15m,15m,0m,0m,15m,15m,0 minutes,0 minutes,0,0
Sub-task,WS-1238,Done,Major,WS-1207 -> Deploy to Dev,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1239,Done,Major,WS-1207 -> Setup account resource for storing configuration,2h,2h,0m,0m,1h 35m,1h 35m,25 minutes,25 minutes,20,20
Sub-task,WS-1240,Done,Major,WS-1207 -> Update weos default write controller to not allow users to create resources that aren't children of their account,1h,1h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1243,Done,Major,WS-1207 -> Add mapping to Quickbooks integration to get list of classes,30m,30m,0m,0m,-,-,-,-,100,100
Sub-task,WS-1246,Done,Major,WS-1226 -> Add method to shopify service to get orders,3h,3h,0m,0m,1h,1h,2 hours,2 hours,66,66
Sub-task,WS-1247,Done,Major,WS-1226 -> Add endpoint for getting list of orders,3h,3h,0m,0m,2h,2h,1 hour,1 hour,33,33
Bug,WS-1248,Closed,Major,Unable to update the status on the subscriptions in IAM,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-1249,Done,Minor,WS-1224 -> Update account list endpoint to return a specific type of account,2h,2h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,25,25
Sub-task,WS-1250,Done,Major,WS-1213 -> Setup mapping to get a list of customers from Quickbooks,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1251,Done,Major,WS-1213 -> Setup mapping to get products/service from Quickbooks,1h,1h,0m,0m,1h 15m,1h 15m,15 minutes,15 minutes,-25,-25
Sub-task,WS-1252,Done,Major,WS-1213 -> Add command receiver to preview order import given shopify order id,2h,2h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1258,Done,Major,WS-1255 -> Add shopify integration to integration service,1d,1d,0m,0m,1d 2h,1d 2h,2 hours,2 hours,-25,-25
Sub-task,WS-1259,Done,Major,WS-1255 -> Add mapping to get disputes from shopify,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1264,Done,Major,WS-1256 -> Consolidate all weekly igniters cron jobs into one cron job,10m,10m,0m,0m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1265,Done,Major,WS-1256 -> Add questions and related python code,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1268,Done,Major,WS-1224 -> Setup recognition screen on front end,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1276,Done,Major,WS-1204 -> create a callback handler that would create the shopify connection and create the user and account,-,-,0m,0m,3h 22m,3h 22m,,,,
Task,WS-1277,Done,Major,Wepala Website updates,5h,5h,0m,0m,1d 1h 25m,1d 1h 25m,"4 hours, 25 minutes","4 hours, 25 minutes",-88,-88
Sub-task,WS-1278,Done,Major,WS-1256 -> Create job run the igniter on a weekly basis,5m,5m,0m,0m,5m,5m,0 minutes,0 minutes,0,0
Sub-task,WS-1287,Done,Major,WS-1213 -> Create Order Entity,2h,2h,0m,0m,5h 13m,5h 13m,"3 hours, 13 minutes","3 hours, 13 minutes",-160,-160
Sub-task,WS-1288,Done,Major,WS-1213 -> Create Product Entity,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1289,Done,Major,WS-1213 -> Create Customer Entity,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1290,Done,Major,WS-1213 -> Hook up UI for previewing and import,3h,3h,0m,0m,4h 30m,4h 30m,"1 hour, 30 minutes","1 hour, 30 minutes",-50,-50
Sub-task,WS-1291,Done,Major,WS-1213 -> Hook up performing an import,3h,3h,0m,0m,3h 30m,3h 30m,30 minutes,30 minutes,-16,-16
Sub-task,WS-1292,Done,Major,WS-1226 -> Hook up order list UI,2h 30m,2h 30m,0m,0m,2h 30m,2h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1294,Done,Major,WS-1204 -> Add screen for shopify to be redirected to after app install,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-1296,Done,Major,WS-1204 -> update the install URL handler in IAM to return the shopify auth URL,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1300,Done,Major,WS-1204 -> update integration service to get the shopify token from iam,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1302,Done,Major,WS-1203 -> create a well-known endpoint and controller on the IAM service,-,-,0m,0m,35m,35m,,,,
Sub-task,WS-1303,Done,Major,WS-1203 -> create an authorization endpoint and handler on the IAM service,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1304,Done,Major,WS-1203 -> create a token endpoint and handler on the IAM service,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1305,Done,Major,WS-1203 -> Add the auth to the security scheme,-,-,0m,0m,45m,45m,,,,
Sub-task,WS-1310,Done,Major,WS-1203 -> add the JWKS endpoint and controller to the IAM Service,-,-,0m,0m,4h,4h,,,,
Sub-task,WS-1312,Done,Major,WS-1203 -> add the WeAuth Security scheme to all the services,1h,1h,0m,0m,2h,2h,1 hour,1 hour,-100,-100
Sub-task,WS-1316,Done,Major,WS-1255 -> Initital Feedback,2h,2h,0m,0m,3h 10m,3h 10m,"1 hour, 10 minutes","1 hour, 10 minutes",-58,-58
Sub-task,WS-1317,Done,Major,WS-1295 -> Add endpoint to Feedback service to handle customer data request,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-1318,Done,Major,WS-1295 -> Add endpoint to Feedback Service to handle customer erasure,45m,45m,0m,0m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-1319,Done,Major,WS-1295 -> Add endpoints to handler webhooks,1h 30m,1h 30m,0m,0m,1h 8m,1h 8m,22 minutes,22 minutes,24,24
Sub-task,WS-1323,Done,Major,WS-1295 -> Update all the shopify apps for the different environments with the webhook URL,1h,1h,0m,0m,1h 13m,1h 13m,13 minutes,13 minutes,-21,-21
Sub-task,WS-1324,Done,Major,WS-1203 -> push updates to dev an test that all the services are working with the WeAuth token,1h 30m,1h 30m,0m,0m,1h 40m,1h 40m,10 minutes,10 minutes,-11,-11
Task,WS-1326,QA,Major,Find a way to generate m2m tokens using the WeAuth Service,-,-,0m,0m,1h 40m,1h 40m,,,,
Sub-task,WS-1328,Done,Major,WS-1327 -> Debug Issue in Profit and Loss Trend Igniter,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1329,Done,Major,WS-1327 -> Write Test for Profit and Loss Trend Igniter,-,-,0m,0m,1h 30m,1h 30m,,,,
Sub-task,WS-1330,Done,Major,WS-1327 -> Write Test for Initial AR igniter,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1331,Done,Major,WS-1327 -> Write Test for Initial Dispute Igniter,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1332,Done,Major,WS-1327 -> Write Test for Weekly Dispute Igniter,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-1333,Done,Major,WS-1327 -> Write Test for get client Ids function,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1334,Done,Major,WS-1327 -> Write Test for the Convert to Markdown Table function,-,-,0m,0m,15m,15m,,,,
Sub-task,WS-1335,Done,Major,WS-1327 -> Write Test for Format Chart function,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-1336,Done,Major,WS-1327 -> Write Test for Generate to CSV String function,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1337,Done,Major,WS-1327 -> Write Test for Set YTD function,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1338,Done,Major,WS-1327 -> Write Test for Set CEI function,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1343,Done,Major,WS-1295 -> make it so that the connection ID is stored on the insights when creating the shopify insights,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1345,Done,Major,WS-1295 -> update the IAM handler to verify that the request is from shopify,1h 30m,1h 30m,0m,0m,1h 10m,1h 10m,20 minutes,20 minutes,22,22
Sub-task,WS-1346,Done,Major,WS-1295 -> Deploy to staging,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1348,Done,Major,WS-1204 -> Feedback,-,-,0m,0m,2h 30m,2h 30m,,,,
Sub-task,WS-1351,Done,Major,WS-1339 -> Add utils file and corresponding functions to application layer,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1352,Done,Major,WS-1339 -> Add utils file and corresponding functions to domain layer,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1353,Done,Major,WS-1339 -> Add utils file and corresponding functions to infrastructure layer,-,-,0m,0m,20m,20m,,,,
Sub-task,WS-1354,Done,Major,WS-1339 -> Update Set YTD function,-,-,0m,0m,5m,5m,,,,
Sub-task,WS-1355,Done,Major,WS-1339 -> Update Set CEI function,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-1356,Done,Major,WS-1339 -> Move scheduler to application layer,-,-,0m,0m,2m,2m,,,,
Sub-task,WS-1357,Done,Major,WS-1339 -> Implement Get Embeddings function in Infrastructure layer,-,-,0m,0m,15m,15m,,,,
Sub-task,WS-1358,Done,Major,WS-1339 -> Implement CreateChatCompletion in the infrastructure layer,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1359,Done,Major,WS-1339 -> Add imports to application layer,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1360,Done,Major,WS-1339 -> Move questions.json to infrastructure layer,-,-,0m,0m,10m,10m,,,,
Sub-task,WS-1361,Done,Major,WS-1339 -> Add ecommerce interface to service interfaces file in the domain package,-,-,0m,0m,2m,2m,,,,
Sub-task,WS-1362,Done,Major,WS-1339 -> Add a component “ShopifyService” to the infrastructure layer that implements the ecommerce interface,-,-,0m,0m,3h 30m,3h 30m,,,,
Sub-task,WS-1363,Done,Major,WS-1339 -> Implement GetProfitAndLossByDate function,-,-,0m,0m,5m,5m,,,,
Sub-task,WS-1364,Done,Major,WS-1339 -> Add implementation for quickbooks interface methods using integration service,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-1365,Done,Major,WS-1339 -> Implement GetBalanceSheetByDate function,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1366,Done,Major,WS-1339 -> Implement GetAgedPayablesByDate function,-,-,0m,0m,5m,5m,,,,
Sub-task,WS-1367,Done,Major,WS-1339 -> Implement GetAgedReceivablesByDate function,-,-,0m,0m,5m,5m,,,,
Sub-task,WS-1368,Done,Major,WS-1350 -> Add a endpoint and handler that would copy over the demo account quickbooks token to the user's account,1h 30m,1h 30m,0m,0m,1h,1h,30 minutes,30 minutes,33,33
Sub-task,WS-1370,Done,Major,WS-1350 -> add a controller that would redirect users to the app with a JWT once the account is crated,1h 30m,1h 30m,0m,0m,1h 50m,1h 50m,20 minutes,20 minutes,-22,-22
Sub-task,WS-1371,Done,Major,WS-1350 -> add a demo account login to the shopify screen,2h,2h,0m,0m,2h 30m,2h 30m,30 minutes,30 minutes,-25,-25
Sub-task,WS-1372,Done,Major,WS-1204 -> Stuck on loading screen while installing app,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1374,Done,Major,WS-1350 -> add a handler to the IAM service that would create the default assistant and install the quickbooks integration,1h 30m,1h 30m,0m,0m,1h 55m,1h 55m,25 minutes,25 minutes,-27,-27
Sub-task,WS-1375,Done,Major,WS-1339 -> Update shopify igniters to pull directly from the shopify API,-,-,0m,0m,30m,30m,,,,
Sub-task,WS-1376,Done,Major,WS-1339 -> Update python code for weekly disputes igniter to pull from shopify api,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1377,Done,Major,WS-1339 -> Update python code for initial disputes igniter to pull from shopify api,-,-,0m,0m,5h,5h,,,,
Sub-task,WS-1378,Done,Major,WS-1339 -> Add alert service component to infrastructure,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1379,Done,Major,WS-1339 -> Move over tests from WS-1327 ticket into this branch,-,-,0m,0m,40m,40m,,,,
Sub-task,WS-1381,Done,Major,WS-1295 -> Initial Feedback,1h 30m,1h 30m,0m,0m,4h 50m,4h 50m,"3 hours, 20 minutes","3 hours, 20 minutes",-222,-222
Sub-task,WS-1382,Done,Major,WS-1339 -> Update and refactor all igniters to use services and domain abstractions,-,-,0m,0m,3h,3h,,,,
Sub-task,WS-1384,Done,Major,WS-1207 -> Update quickbooks api yaml and regenerate sdk,1h 30m,1h 30m,0m,0m,3h,3h,"1 hour, 30 minutes","1 hour, 30 minutes",-100,-100
Sub-task,WS-1386,Done,Major,WS-1350 -> Deploy to staging,30m,30m,0m,0m,40m,40m,10 minutes,10 minutes,-33,-33
Sub-task,WS-1387,Done,Major,WS-1350 -> Test on Dev,1h,1h,0m,0m,3h 50m,3h 50m,"2 hours, 50 minutes","2 hours, 50 minutes",-283,-283
Bug,WS-1388,Done,Major,Old Shopify tokens becomes invalid when a user opens the APP from a store,-,-,0m,0m,2h 42m,2h 42m,,,,
Sub-task,WS-1391,Done,Major,WS-1205 -> Create screens,3h,3h,0m,0m,3h,3h,0 minutes,0 minutes,0,0
Sub-task,WS-1392,Done,Major,WS-1205 -> Add function to fetch the shopify client ids from IAM,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1393,Done,Major,WS-1205 -> Add function to delete shopify token from IAM,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1394,Done,Major,WS-1205 -> Add function to add shopify store,30m,30m,0m,0m,45m,45m,15 minutes,15 minutes,-50,-50
